GID,TimePeriod,Annual_Precipitation,Diurnal_Temperature_Range,Drought_Episodes,Enhanced_Vegetation_Index,Frost_Days,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,ITN_Coverage,Irrigation,Malaria_Prevalence,Mean_Temperature,Nightlights_Composite,PET,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall,Slope,Travel_Times,Wet_Days
AGO.1.1_1,1985-1988,65.38333320617676,7.866667032241821,9.0,1549.15,0.0,19.16981132075472,3446.318620954241,9.0,0.0642911503194242,0.0,0.3290161192417145,24.14583396911621,0.1251749490436754,2.945833444595337,30655.01110841,148422.50925,30018.7765011,561.85,0.8945617158457918,321.30242587601083,4.387916684150696
AGO.1.1_1,1989-1992,65.38333320617676,7.866667032241821,9.0,1490.75,0.0,19.16981132075472,3446.318620954241,9.0,0.0642911503194242,0.0,0.3290161192417145,24.14583396911621,0.1251749490436754,2.945833444595337,30655.01110841,148422.50925,30018.7765011,700.8,0.8945617158457918,321.30242587601083,4.387916684150696
AGO.1.1_1,1993-1996,65.38333320617676,7.866667032241821,9.0,1532.3,0.0,19.16981132075472,3446.318620954241,9.0,0.0642911503194242,0.0,0.3290161192417145,24.14583396911621,0.1251749490436754,2.945833444595337,30655.01110841,148422.50925,30018.7765011,758.6,0.8945617158457918,321.30242587601083,4.387916684150696
AGO.1.1_1,1997-2000,65.38333320617676,7.866667032241821,9.0,1748.4,0.0,19.16981132075472,3446.318620954241,9.0,0.0642911503194242,0.0,0.3290161192417145,24.14583396911621,0.1251749490436754,2.945833444595337,30655.01110841,148422.50925,30018.7765011,677.6,0.8945617158457918,321.30242587601083,4.387916684150696
AGO.1.1_1,2001-2004,65.38333320617676,7.866667032241821,9.0,1748.4,0.0,19.16981132075472,3446.318620954241,9.0,0.0642911503194242,0.0,0.3290161192417145,24.14583396911621,0.1251749490436754,2.945833444595337,30655.01110841,148422.50925,30018.7765011,677.6,0.8945617158457918,321.30242587601083,4.387916684150696
AGO.1.1_1,2005-2008,65.96249961853027,7.866667032241821,9.0,1751.35,0.0,19.16981132075472,3446.318620954241,9.0,0.0642911503194242,0.0,0.2827844023704529,24.537500381469727,0.1251749490436754,3.008333444595337,30655.01110841,148422.50925,30018.7765011,693.65,0.8945617158457918,321.30242587601083,4.257083177566528
AGO.1.1_1,2009-2012,71.9958381652832,7.866667032241821,9.0,1817.3,0.0,19.16981132075472,3446.318620954241,9.0,0.1860548746132204,0.0,0.1372221410274505,24.795833587646484,0.1251749490436754,3.0916666984558105,30655.01110841,148422.50925,30018.7765011,741.9,0.8945617158457918,321.30242587601083,3.841666579246521
AGO.1.1_1,2013-2016,49.10416793823242,7.866667032241821,9.0,1745.3,0.0,19.16981132075472,3446.318620954241,9.0,0.4446084917061063,0.0,0.1242536604404449,24.49583339691162,0.1251749490436754,2.9666668176651005,30655.01110841,148422.50925,30018.7765011,633.3,0.8945617158457918,270.5266846361186,3.0966665744781494
AGO.1.1_1,2017-2020,49.10416793823242,7.866667032241821,9.0,1745.3,0.0,19.16981132075472,3446.318620954241,9.0,0.4446084917061063,0.0,0.1242536604404449,24.49583339691162,0.1251749490436754,2.9666668176651005,30655.01110841,148422.50925,30018.7765011,633.3,0.8945617158457918,270.5266846361186,3.0966665744781494
AGO.1.1_1,2021-2024,49.10416793823242,7.866667032241821,9.0,1745.3,0.0,19.16981132075472,3446.318620954241,9.0,0.4446084917061063,0.0,0.1242536604404449,24.49583339691162,0.1251749490436754,2.9666668176651005,30655.01110841,148422.50925,30018.7765011,633.3,0.8945617158457918,270.5266846361186,3.0966665744781494
